id,source,type,title,text,url,date,pub_date,fetched,vader_compound,vader_label,vader_pos,vader_neg,vader_neu,topics,stance
c6a48e7fbd07,The Verge AI,news,Seattle Times and Newsday sue OpenAI and Microsoft for infringement,"The Seattle Times and Newsday are just the latest plaintiffs to take OpenAI to court, alleging copyright infringement. The two outlets say the company used their journalism as training data for its AI models without permission and often reproduces passages from their reporting in response to user queries. This is similar to lawsuits filed by [&#8230;]",https://www.theverge.com/ai-artificial-intelligence/990932/seattle-times-newsday-lawsuit-openai-microsoft,2026-09-06T23:36:04+00:00,2026-09-06,2026-09-08T14:57:09.964828+00:00,-0.7783,negative,0.0,0.11,0.89,['copyright_ip'],neutral/mixed
