id,source,type,title,text,url,date,pub_date,fetched,vader_compound,vader_label,vader_pos,vader_neg,vader_neu,topics,stance
c34e3565d3e9,The Verge AI,news,OpenAI drags Apple’s lawsuit into the court of public opinion,"Apple's legal battle against OpenAI just got messier now that the ChatGPT-maker has publicly aired receipts to counter Apple's version of events. In a blog post published overnight titled ""Apple is getting this wrong,"" OpenAI said that Apple's lawsuit accusing it of stealing trade secrets is ""careless, aggressive, and oddly personal,"" sharing iMessage and email [&#8230;]",https://www.theverge.com/ai-artificial-intelligence/974914/openai-blog-response-apple-lawsuit-messages,2026-08-04T11:27:55+00:00,2026-08-04,2026-08-05T12:53:36.022870+00:00,-0.9316,negative,0.053,0.264,0.683,[],neutral/mixed
41b2e08c39eb,The Verge AI,news,Europe’s AI labeling and transparency rules are now in effect,"The European Union has ushered in some additional rules that aim to make it easier for people to identify chatbots and AI deepfakes online. The new transparency obligations under the bloc's landmark AI Act came into effect on August 2nd, requiring companies to disclose when people are interacting with AI models, and if content has [&#8230;]",https://www.theverge.com/ai-artificial-intelligence/974571/eu-ai-act-transparency-labels-rules-deepfakes,2026-08-03T17:38:45+00:00,2026-08-03,2026-08-05T12:53:36.023015+00:00,0.4767,positive,0.06,0.0,0.94,['transparency'],neutral/mixed
c30ea359fc49,TechCrunch,news,Open-weight AI models are catching up to the frontier. The safety gap remains.,"A new SaferAI report finds Z.ai's open-weight GLM-5.2 approaches frontier AI capabilities while lacking key safety mitigations, renewing concerns that powerful open models could outpace governance and safeguards.",https://techcrunch.com/2026/08/04/open-weight-ai-models-are-catching-up-to-the-frontier-the-safety-gap-remains/,2026-08-04T20:05:26+00:00,2026-08-04,2026-08-05T12:53:37.350648+00:00,0.8689,positive,0.226,0.0,0.774,[],neutral/mixed
1502675e082e,EFF DeepLinks,news,"Tomorrow’s U.S. Senate Vote: Four Internet Bills, One Wrong Direction","<div class=""field field--name-body field--type-text-with-summary field--label-hidden""><div class=""field__items""><div class=""field__item even""><p><span>The Senate Commerce Committee <a href=""https://www.commerce.senate.gov/meetings/executive-session-24-08-05-2026/"">will </a></span><a href=""https://www.commerce.senate.gov/meetings/executive-session-24-08-05-2026/""><span>vote</span></a><span><a href=""https://www.commerce.senate.gov/meetings/executive-session-24-08-05-2026/""> this week</a> on several censorious and privacy invasive bills: </span><a href=""https://www.eff.org/deeplinks/2026/08/senate-should-reject-kosas-privacy-risks""><span>KOSA</span></a><span>, the </span><a href=""https://www.eff.org/deeplinks/2026/07/screen-act-threatens-privacy-far-beyond-adult-websites""><span>SCREEN Act</span></a><span>, </span><a href=""https://www.eff.org/deeplinks/2026/08/youth-ai-privacy-acts-privacy-paradox""><span>Youth AI Privacy Act,</span></a><span> and </span><a href=""https://www.eff.org/deeplinks/2026/07/chatbot-act-forces-one-parenting-model-every-family""><span>CHATBOT Act</span></a><span>. While we appreciate that the Committee is taking the time to look at these bills separately, it’s still impossible to ignore the message Congress is sending to the world: Age-gate the internet and block young people from speaking and accessing lawful speech online. Or else. </span></p>
<p class=""take-action""><a href=""https://www.acteff.org/campaign/167270/"">Take action</a></p>
<p class=""take-explainer""><a href=""https://www.acteff.org/campaign/167270/"">Tell Congress: don't age-gate the internet</a></p>
<p><span>Each of these bills claims to be trying to protect children and teenagers from dangerous situations on and offline—certainly a worthy goal. But the proposed solutions in these bills are unlikely to make children and teenagers safer at all. Rather, they would create sweeping new privacy and data security problems, and force platforms to adopt unconstitutional restrictions on the content they host, for both adults and teenagers. </span></p>
<p><span>There is a better way. Instead of considering these bills, the Senate Commerce Committee should be focusing on a </span><a href=""https://www.eff.org/wp/privacy-first-better-way-address-online-harms""><span>national consumer privacy bill</span></a><span> that would protect ALL internet users, or on </span><a href=""https://www.eff.org/deeplinks/2022/03/ban-online-behavioral-advertising""><span>banning behavioral advertising </span></a><span>that tracks us across the web—again, for users of all ages. </span></p>
<p>But the bills being considered this week move in the other direction—more information being collected, more surveillance, and less privacy for internet users of all ages. </p>
<p class=""take-action""><a href=""https://www.acteff.org/campaign/167270/"">Take action</a></p>
<p class=""take-explainer"">help eff oppose these bills</p>
<p><span>EFF sent a </span><a href=""https://www.eff.org/document/eff-letter-senate-commerce-regarding-concerns-screen-act-kosa-youth-ai-privacy-act-and""><span>letter</span></a><span> to the Committee with our concerns about these bills. We look forward to continuing to work with them to find a way forward that protects all users. </span></p>

</div></div></div>",https://www.eff.org/deeplinks/2026/08/senate-vote-tomorrow-four-internet-bills-one-wrong-direction,2026-08-05T00:15:11+00:00,2026-08-05,2026-08-05T12:53:40.901768+00:00,0.9331,positive,0.092,0.04,0.868,"['us_legislation', 'privacy']",pro-regulation
a2627c024f9d,EFF DeepLinks,news,Appeals Court Agrees with EFF that Building a Web Browser Doesn’t Violate the CFAA,"<div class=""field field--name-body field--type-text-with-summary field--label-hidden""><div class=""field__items""><div class=""field__item even""><p>The Ninth Circuit Court of Appeals has endorsed a commonsense technical interpretation of the Computer Fraud and Abuse Act (CFAA), a law not usually given to such interpretation. Amazon <a href=""https://www.eff.org/deeplinks/2026/04/comparison-shopping-not-computer-crime"">had sued</a> Perplexity AI to try to shut down its Comet browser, claiming the browser’s optional agentic AI “Assistant” that can browse websites like Amazon for comparison shopping purposes, violated the CFAA because Amazon did not “authorize” Perplexity to access Amazon users’ accounts. Rejecting that theory, the Ninth Circuit <a href=""https://www.eff.org/deeplinks/2026/04/comparison-shopping-not-computer-crime"">held</a> that Perplexity was unlikely to be liable because users operate the tool, not Perplexity.</p>
<p>That’s the right conclusion, as both a legal and technical matter. As we explained to the court in <a href=""https://www.eff.org/document/brief-amici-curiae-electronic-frontier-foundation-alliance-responsible-data-collection"">our amicus brief</a>, the CFAA requires unauthorized “access,” and Perplexity itself does not access Amazon’s servers—users of the Comet browser do. The court agreed, noting that EFF’s explanation “articulates the nature of the system most clearly.”</p>
<p>The court noted that agentic AI may present novel legal issues, and there is “little to no existing caselaw directly dealing with how to ascribe responsibility for AI agents like the Assistant, let alone caselaw specifically dealing with agentic AI in the CFAA context.” Ultimately, though, thorny questions of AI “intent” were irrelevant to this case, because the Assistant “is a tool, not a person for statutory purposes.” And, the court concluded, it is a tool operated by users, not Perplexity. Even where Perplexity received information from users about their Amazon accounts and used this information to instruct the Assistant, the court found that that did not constitute the sort of control needed to find access by Perplexity. As the court noted, Amazon might have other viable claims against Perplexity, but invoking the CFAA was both legally baseless and bad policy that “could expose users themselves to criminal liability. </p>
<p>This is a gratifying decision because all too often, big players use the CFAA to bully upstarts and innovators who offer potentially helpful user tools. When we counsel clients as part of EFF’s <a href=""https://www.eff.org/issues/coders"">Coders Rights Project</a>, CFAA risk is a frequent topic of conversation, even for developers who merely create tools that allow others to access websites in new or different ways. We’ve <a href=""https://www.eff.org/deeplinks/2020/11/once-again-facebook-using-privacy-sword-kill-independent-innovation"">stood up</a> for these creators before, and we’ll do it again, but it’s helpful to have back up from one of the most influential appellate courts in the country.</p>

</div></div></div><div class=""field field--name-field-related-cases field--type-node-reference field--label-above""><div class=""field__label"">Related Cases:&nbsp;</div><div class=""field__items""><div class=""field__item even""><a href=""https://www.eff.org/cases/facebook-v-power-ventures"">Facebook v. Power Ventures</a></div></div></div>",https://www.eff.org/deeplinks/2026/08/appeals-court-agrees-eff-building-web-browser-doesnt-violate-cfaa,2026-08-04T22:32:39+00:00,2026-08-04,2026-08-05T12:53:40.901828+00:00,-0.7935,negative,0.084,0.082,0.834,['privacy'],neutral/mixed
