id,source,type,title,text,url,date,pub_date,fetched,vader_compound,vader_label,vader_pos,vader_neg,vader_neu,topics,stance
ce2196ba2ede,The Verge AI,news,New York governor says she&#8217;s using AI to analyze &#8216;every single rule&#8217; in the state,"New York Governor Kathy Hochul might have just signed a moratorium on new AI data centers in the state, but she's not against using the technology herself. During an interview with Bloomberg's Odd Lots podcast, Hochul said that her team is using ""AI to analyze every single rule, regulation, [and] policy"" to check for outdated [&#8230;]",https://www.theverge.com/ai-artificial-intelligence/966647/new-york-governor-kathy-hochul-ai-policies,2026-07-16T17:58:37+00:00,2026-07-16,2026-07-17T12:11:15.857480+00:00,-0.4497,negative,0.0,0.04,0.96,[],neutral/mixed
53ca432aa981,The Verge AI,news,Google ordered to open Android and Search to rivals in Europe,"Google must give rival AI assistants and search engines greater access to key parts of Android and Google Search after the European Union ordered the company to comply with the bloc's digital antitrust rules. The two decisions, handed down Thursday, could weaken Google's control over two of the tech industry's most important platforms and have [&#8230;]",https://www.theverge.com/policy/966438/eu-google-android-ai-interoperability-search-data-dma,2026-07-16T12:06:51+00:00,2026-07-16,2026-07-17T12:11:15.857697+00:00,0.2006,positive,0.064,0.039,0.896,[],neutral/mixed
9b81d6e21d71,The Verge AI,news,xAI sues a man for using Grok to generate CSAM &#8216;deepfakes&#8217;,"The Elon Musk-owned xAI is suing a South Carolina man who allegedly used the company's Grok AI chatbot to generate child sexual abuse material (CSAM). In a lawsuit reported earlier by Reuters, xAI claims Terry Wayne Harwood ""knowingly and intentionally used Grok to circumvent safeguards, alter nonconsensual images, and generate and distribute CSAM,"" breaching the [&#8230;]",https://www.theverge.com/ai-artificial-intelligence/966293/xai-grok-user-lawsuit-csam,2026-07-15T21:33:20+00:00,2026-07-15,2026-07-17T12:11:15.857785+00:00,-0.7003,negative,0.033,0.111,0.856,[],neutral/mixed
ff658b1af0b4,The Verge AI,news,OpenAI finally launches hardware… for Codex,"OpenAI is finally releasing some hardware. No, it isn't the mysterious AI-powered device the company is developing with former Apple designer Jony Ive, a project already tangled up in a messy lawsuit. Instead, it's a product designed to be used with its coding platform, Codex. The device, a square-shaped block of buttons called Codex Micro, [&#8230;]",https://www.theverge.com/ai-artificial-intelligence/965901/openai-hardware-codex-micro-launch,2026-07-15T16:00:00+00:00,2026-07-15,2026-07-17T12:11:15.858020+00:00,-0.743,negative,0.0,0.11,0.89,[],neutral/mixed
2c066aa5e828,EFF DeepLinks,news,"Most Smart Watches, Rings, and Bands Lack Basic Transparency Reports and Key Privacy Features","<div class=""field field--name-body field--type-text-with-summary field--label-hidden""><div class=""field__items""><div class=""field__item even""><p><span>Oura Rings, Garmin GPS fitness watches, Apple Watches, Whoop bands—every year, more and more tech devices are promising to monitor our health and fitness, guide us toward healthier living, and provide useful health metrics to take to our doctors. But few of these tools provide the sorts of privacy and security promises we demand from all technology, let alone tech that captures personal health data. It’s time they step up and start providing transparency reports and stronger encryption options.</span></p>
<p><a href=""https://pmc.ncbi.nlm.nih.gov/articles/PMC12795147/""><span>Surveys suggest that around 40 percent</span></a><span> of people in the United States own some sort of commercially available wearable health device. Despite being marketed as health devices, they have no special health-related privacy protections that one might hope for. The companies who make these devices can and do collect an abundance of data, and many of them share that data with third-parties for marketing or </span><a href=""https://www.npr.org/sections/health-shots/2018/11/19/668266197/as-insurers-offer-discounts-for-fitness-trackers-wearers-should-step-with-cautio""><span>to influence insurance rates</span></a><span>, or use it for their own purposes, like training artificial intelligence models.</span></p>
<p><span>Health data is increasingly an important part of law enforcement or government investigations. Wearable data has been </span><a href=""https://www.law360.com/articles/2311168/the-growing-role-of-wearable-health-tech-in-criminal-probes""><span>critical in a number of cases</span></a><span>, where information about heart rate and steps was used to determine the whereabouts of individuals. And the surveillance company </span><a href=""https://www.penlink.com/blog/6-overlooked-sources-of-tracker-data-investigators-shouldnt-miss/""><span>Penlink calls fitness trackers and wearables</span></a><span> an “overlooked source” for law enforcement since they tend to show movement patterns and changes in heart rates. Law enforcement can try to </span><a href=""https://www.eff.org/deeplinks/2025/06/how-cops-can-get-your-private-online-data""><span>get access to this data through</span></a><span> subpoenas or warrants. </span></p>
<p><span>There are many potential privacy issues with these sorts of devices, including whether the companies who make them share or sell information to third-parties. But here we are choosing to focus on two facets we’re concerned with around health data itself: 1) whether the company shares information with law enforcement and governments and 2) if they offer end-to-end encryption, which means the company itself can’t access that health data to begin with.</span></p>
<p><span>Reading through dozens of product review sites we narrowed our research in on ten companies that seem to make the majority of recommended consumer health products on the market:</span></p>
<ul>
<li><span>Amazfit</span></li>
<li><span>Apple</span></li>
<li><span>Coros</span></li>
<li><span>Garmin</span></li>
<li><span>Google (including Fitbit)</span></li>
<li><span>Hume</span></li>
<li><span>Oura</span></li>
<li><span>Polar</span></li>
<li><span>Suunto</span></li>
<li><span>Whoop </span></li>
</ul>
<p><span>We reviewed each company’s public facing policies, then emailed them to confirm those findings. Here’s what we found.</span></p>
<h2><span>Transparency Reports Are Few and Far Between</span></h2>
<p><span>Companies should provide transparency reports of how often they provide data to the government, including information about whether it’s an official demand or an unofficial request. We have been calling on tech companies to </span><a href=""https://www.eff.org/who-has-your-back-2014#transparency""><span>publish transparency reports for a long time</span></a><span>, but the practice is still rare across the industry. That’s especially true with fitness gadgets. </span></p>
<p><span>Only two of the companies we surveyed, </span><a href=""https://www.apple.com/legal/transparency/""><span>Apple</span></a><span> and </span><a href=""https://transparencyreport.google.com/?hl=en""><span>Google</span></a><span> (which also owns Fitbit), currently publish transparency reports. </span><a href=""https://www.apple.com/legal/privacy/law-enforcement-guidelines-us.pdf""><span>Apple</span></a><span>, </span><a href=""https://policies.google.com/terms/information-requests?hl=en-US""><span>Google</span></a><span>, and </span><a href=""https://www.whoop.com/us/en/whoop-privacy-policies/""><span>Whoop</span></a><span> promise to notify users of law enforcement requests in publicly available documentation. </span></p>
<p><span>Oura now does too, after an </span><a href=""https://ouraring.com/privacy-policy""><span>update to their privacy policy in June 2026</span></a><span> that was perhaps prompted by a </span><a href=""https://this.weekinsecurity.com/oura-says-it-gets-government-demands-for-user-data-will-it-share-how-many/""><span>series of requests from journalist Zack Whittaker.</span></a><span> In that same update and in an email to us, Oura promises that it is “actively evaluating ways to provide greater visibility into how we handle these requests, like through a transparency report.” This is promising, and we hope the company agrees that transparency reports are the best option moving forward. </span></p>
<p class=""pull-quote""><span>Any company that handles data that’s of interest to law enforcement and governments owes it to their users to publish transparency reports and, when legally possible, notify users when that data is requested. </span></p>
<p><span>Similarly, Suunto does not currently publish transparency reports, but in an email reply to our questions the company did express an openness to potentially doing so, stating, “We continuously evaluate our transparency practices and may publish additional information, such as a transparency report, in the future if we believe it would provide meaningful value for users and support our data protection efforts.” We hope they do, as these sorts of reports are a useful metric for all of us to better understand if and when our data can potentially be accessed by law enforcement.</span></p>
<p><span>We could not find instances where the other companies publicly state a policy around notification or transparency reports, and no others replied to our email questions.</span></p>
<p><span>Any company that handles data that’s of interest to law enforcement and governments owes it to their users to publish transparency reports and, when legally possible, notify users when that data is requested. This is especially true of personal health data, which can reveal our movements, and be used to infer details about what we’re doing at any given moment.</span></p>
<h2><span>End-to-End Encrypted Data Is Far Too Rare of a Feature</span></h2>
<p><a href=""https://ssd.eff.org/playlist/interested-in-encryption""><span>End-to-end encryption is a method</span></a><span> to ensure that your personal data is only accessible by you, and not the company who makes the device and manages the cloud storage. End-to-end encryption is usually used to refer to message encryption in communication apps, like Signal or WhatsApp, but can also refer to data storage. For example, many </span><a href=""https://ssd.eff.org/module/choosing-the-password-manager-that-s-right-for-you#end-to-end-encrypted-backups""><span>password managers use end-to-end encryption</span></a><span>, and </span><a href=""https://www.eff.org/deeplinks/2021/02/amazon-rings-end-end-encryption-what-it-means?language=en""><span>Ring implemented it for its cameras</span></a><span> after </span><a href=""https://www.eff.org/deeplinks/2020/02/how-ring-could-really-protect-its-users-encrypt-footage-end-end""><span>we pushed for it</span></a><span>. There’s no reason it can’t be offered for wearables too.</span></p>
<p><span>In the case of health data from wearable devices, it’s a way to store data in the cloud so that information can be synced and backed up between your device and an app on your phone in a way where only your devices can access it. </span></p>
<p><span>Support for end-to-end encryption is more rare than transparency reports. </span></p>
<p><span>The Apple Watch, at least with data that’s stored in the Health app, is the </span><a href=""https://www.apple.com/health/pdf/Health_Privacy_Overview_May_2023.pdf""><span>only popular fitness wearable that supports end-to-end encryption</span></a><span>, and it’s enabled by default for all users (you are required to have two-factor authentication enabled as well, but that is also on by default for most accounts).</span></p>
<p><span>However, Apple Watch owners should remember that this protection is only for data stored in the Apple Health app. If you use other apps on your watch, or choose to share data with third-parties, like Strava, or if you’re sharing data with other wearables, like an Oura ring, that data is likely </span><i><span>not</span></i><span> end-to-end encrypted by the third-party company. </span></p>
<p class=""pull-quote""><span>Support for end-to-end encryption is more rare than transparency reports. </span></p>
<p><span>And that’s it. Apple is the only one. No other popular consumer health wearable offers end-to-end encryption for the data it collects and stores online. Not Google. Not Garmin. Not Oura. Most of these companies instead offer encryption in transit and at rest, but this means those companies can still see and use your data. This is the industry standard, but it doesn’t have to be.</span></p>
<p><span>Another option would be more robust local-storage options. Some devices we looked at, like a handful of Garmin and Polar watches, can operate on the watch itself without syncing data to the cloud, but some models are limited in capability and cannot sync to an app without storing data online. More robust options for limiting the data to just the wearable and the phone app it's synced to would be a privacy improvement. For example, the Apple Watch has the option to disable iCloud sharing in Apple Health, which will keep the data only on your phone. It’s the only wearable we found that offers this feature without using a third-party app like </span><a href=""https://gadgetbridge.org/""><span>Gadgetbridge</span></a><span> or by physically connecting the wearable to a computer with a USB cable and transferring activity files over manually.</span></p>
<p><span>The general lack of local-only options or end-to-end encryption is a major privacy oversight, especially when you consider these devices collect heart rate, track sleep, and can log your location while also calculating a variety of health metrics supposedly intuiting everything from anxiety to your fitness “age.”</span></p>
<p><span>We understand that it’s technically more difficult to implement end-to-end encryption than other sorts of cloud storage, and comes with some limitations that may affect a user’s experience with a product. It also makes certain types of AI-related features harder to implement, since they’d typically need to work on-device (either in the app or the wearable device itself). Because of that, we believe an </span><i><span>option</span></i><span> for end-to-end encryption or local-only storage of the data collected by a wearable is the least companies can do. This way, those who want to use these devices can do so with the choice to either accept some privacy risks, or choose a more locked down option.</span></p>
<h2><span>What’s Next</span></h2>
<p><span>If you’re a user of a fitness wearable from any of the companies we’ve reached out to, or any other one, don’t be shy in asking for these sorts of features. In the rare cases a company offers a feature request page, use it—like for </span><a href=""https://www.garmin.com/en-US/forms/ideas/""><span>Garmin</span></a><span>, </span><a href=""https://support.polar.com/en/contact-form/development-idea""><span>Polar</span></a><span>, </span><a href=""https://forum.suunto.com/category/13/feature-suggestions""><span>Suunto</span></a><span>, and </span><a href=""https://www.community.whoop.com/c/product-feedback/15""><span>Whoop</span></a><span>. And when those types of outlets aren’t offered, don’t shy away from general contact pages, like those offered by </span><a href=""https://www.amazfit.com/pages/contact-us""><span>Amazfit</span></a><span> and </span><a href=""https://partnersupport.ouraring.com/hc/en-us/requests/new?ticket_form_id=360001793194""><span>Oura</span></a><span>, or on community subreddits.</span></p>
<p><span>The companies that make these wearables, whether they’re designed for fitness or health, need to improve. At the bare minimum, companies need to publish transparency reports detailing how often they receive requests from law enforcement and commit to notifying users whenever that happens. </span></p>
<p><span>It’s also well past the time for more companies to offer end-to-end encryption for the health data they’re storing. We acknowledge that this may be a trade-off for some features, like social networking features, but it should be up to users to decide if they’re willing to make those trade-offs. This level of privacy is an appealing feature that benefits users in myriad ways and more companies can set themselves apart by committing to this level of privacy.</span></p>
<p><span>Health data is some of the most personal data we produce, and most wearables companies are behind the times when it comes to basic privacy practices and transparency. Now’s the time to improve those practices. </span></p>

</div></div></div>",https://www.eff.org/deeplinks/2026/07/most-smart-watches-rings-and-bands-lack-basic-transparency-reports-and-key-privacy,2026-07-15T19:56:18+00:00,2026-07-15,2026-07-17T12:11:20.287336+00:00,0.994,positive,0.154,0.023,0.823,"['privacy', 'healthcare', 'transparency']",pro-regulation
