id,source,type,title,text,url,date,pub_date,fetched,vader_compound,vader_label,vader_pos,vader_neg,vader_neu,topics,stance
f706a3b8d9c5,MIT Tech Review,news,How the Pope’s Magnifica Humanitas offers a template for individuals to meet the AI moment,"Pope Leo XIV’s new encyclical on artificial intelligence includes a statement that warrants serious attention from technologists and policymakers: “Technology is never neutral.” Magnifica Humanitas (“Magnificent Humanity”) is a clarion call to all people to act with courage and solidarity as we enter an age already being transformed by artificial intelligence, the greatest change in&#8230;",https://www.technologyreview.com/2026/05/29/1138107/how-the-popes-magnifica-humanitas-offers-a-template-for-individuals-to-meet-the-ai-moment/,2026-05-29T10:00:00+00:00,2026-05-29,2026-05-31T04:15:01.215750+00:00,0.9382,positive,0.195,0.016,0.789,[],neutral/mixed
